25 20
#############
#...........#    ########
#...s...s...######......#
#.....$.....d...........#
#...........######......#
#.....s.....#    #...h..#
#...........#    #......#
#........w..#    #......#
#####dd######    ###..###
    #..#           #..#
    #..#           #..#
    #..#          ##..##
  ###..####      #......#
  #.......#      #......#
  #.......#      #......#
  #......h########......#
  #...@.....ss$$........#
  #.......########......#
  #.......#      #..l...#
  #########       ######
